51302040928,cad,156,276
51302050049,ffg,198,185
51302067632,cfa,92,256
51302106010,afd,153,171
51302111022,eec,77,27
51302121665,aag,25,136
51302126334,dba,205,230
51302171716,ebd,294,165
51302194955,gad,113,69
51302216034,bcg,128,110
51302251550,fcg,71,255
51302298213,cbg,38,112
51302311155,adg,76,243
51302331910,efg,173,83
51302377338,cdf,40,178
51302378524,fbb,176,193
51302497783,dbd,139,281
51302503310,dce,195,71
51302530949,cfb,35,27
51302561167,faa,110,217
51302591333,cgf,224,193
51302591405,fee,190,277
51302593646,cff,298,145
51302598132,ffg,124,210
51302619721,fcb,201,278
51302781269,cbf,15,288
51302805716,caa,289,35
51302874776,afa,298,46
51302876489,dga,59,120
51302893103,gfd,214,117
51302948280,gbb,185,278
51302988156,eca,206,297
51302993178,age,294,165
51303000735,eac,160,188
51303006702,cbb,205,290
51303008834,bgb,151,14
51303040429,ded,216,23
51303058397,cae,213,156
51303058978,gaa,102,189
51303060392,ece,41,171
51303112752,ged,16,269
51303176977,bae,127,210
51303185762,eee,22,42
51303225305,bgc,274,201
51303243493,fbd,67,44
51303260437,bce,17,268
51303277359,dcb,169,16
51303292683,fef,21,260
51303339371,adg,69,269
51303343803,fab,243,233
51303345790,gbd,233,139
51303374193,dda,121,215
51303402482,bga,74,62
51303404563,cab,83,295
51303428369,dgc,234,298
51303431392,bea,213,242
51303472062,dae,230,212
51303504107,dbc,251,5
51303517044,fgc,33,192
51303547341,gdb,91,156
51303597045,bef,290,43
51303597270,gee,49,148
51303599507,ebe,257,215
51303630075,faa,171,206
51303637919,ecc,136,67
51303640681,fgc,99,211
51303652042,dda,173,210
51303661442,ggd,174,298
51303672756,cdb,137,246
51303681194,dgg,6,252
51303691077,ced,55,204
51303696129,dca,95,33
51303696759,ddf,101,212
51303724874,eae,247,141
51303725061,dba,281,248
51303735460,def,91,277
51303754614,bde,142,305
51303788037,cab,158,327
51303801580,dcb,237,15
51303861929,cge,100,84
51303868800,cdd,27,53
51303885831,dbd,58,292
51303901304,ffc,37,138
51303904186,ede,290,102
51303907463,fbg,149,63
51303934720,bfd,224,193
51303937036,ffg,271,197
51303956944,adc,169,99
51303957179,fdb,74,258
51303976294,bdc,171,193
51303978434,dab,91,201
51304032528,bbd,232,166
51304039488,ddb,200,222
51304103866,ebc,239,194
51304110457,agf,293,68
51304119732,egd,263,233
51304122723,dgf,277,39
51304165319,fcf,42,33
51304191454,ffc,239,155
51304200641,aca,17,283
51304218295,bee,29,126
51304219135,ggd,101,298
51304240261,feg,256,296
51304249090,eeg,7,266
51304263979,efb,71,275
51304269151,ced,43,163
51304273494,ffd,174,96
51304293892,fga,143,119
51304294103,eff,89,16
51304301306,gcc,222,209
51304315798,cbg,78,89
51304359402,cag,215,177
51304371839,dcg,199,160
51304427968,feb,13,7
51304463429,bfd,58,177
51304481436,acb,197,256
51304485745,ggg,199,47
51304578565,bfg,155,150
51304626440,bgd,134,197
51304641838,dbb,201,97
51304658904,cee,168,9
51304664173,edf,227,33
51304677045,daa,228,49
51304682965,bdc,293,220
51304704091,eaa,155,27
51304706258,geb,111,156
51304748084,ced,23,169
51304749064,cea,170,60
51304756992,gff,299,265
51304761130,gcd,233,29
51304769976,afe,192,244
51304786676,gef,8,168
51304787637,edc,98,198
51304793075,abc,204,160
51304794341,gea,96,299
51304798615,eed,136,30
51304798931,afd,206,186
51304851583,fba,284,107
51304880363,cbe,27,22
51304922565,fgc,167,168
51304924160,fdb,40,255
51304950087,cff,114,153
51304983338,bed,27,183
51305011976,cbe,267,21
51305029455,cga,170,30
51305160680,bda,93,203
51305161911,agg,290,273
51305162833,aba,71,177
51305179017,ecg,1,265
51305179322,ceg,154,174
51305197508,dag,7,210
51305197953,cgf,284,169
51305214641,dbg,194,22
51305238463,gbd,220,139
51305241005,bac,86,169
51305290078,afe,156,251
51305300541,gdc,13,102
51305304356,ddd,203,147
51305324530,fda,187,249
51305348849,cgd,236,58
51305427098,efe,112,98
51305436553,gdf,117,119
51305437668,fcf,147,37
51305451271,aff,114,296
51305478023,fdd,21,194
51305496836,dfa,65,83
51305511502,eff,124,16
51305524858,dec,180,219
51305555953,gfe,38,67
51305560475,dae,40,241
51305567226,edd,12,93
51305587997,bcc,128,245
51305619810,aef,4,80
51305652735,dcc,72,158
51305655675,bgb,140,11
51305670733,cab,14,376
51305676817,gga,253,110
51305700171,agd,160,95
51305742012,fee,98,310
51305752237,age,63,146
51305767019,cad,197,303
51305778796,fcc,213,285
51305787082,abf,43,200
51305788534,dbc,8,5
51305792441,ecd,140,141
51305808716,caa,33,33
51305818411,gfc,27,151
51305821753,bdg,95,184
51305852918,fff,254,286
51305868908,cbb,74,316
51305874324,egb,61,26
51305897982,ccg,198,298
51305898702,ddg,144,236
51305901830,aga,120,217
51305905385,fdc,176,33
51305908960,cde,150,42
51305922763,cgd,117,63
51305942271,eeg,175,276
51305943656,ebf,140,127
51305945849,baf,114,238
51305951031,ecb,176,160
51305958483,dgc,102,333
51305965059,bcd,23,252
51305984803,ecf,254,32
51305991572,dea,73,138
51306001623,ffg,51,210
51306002324,bef,85,36
51306005284,bff,91,40
51306012274,eca,6,353
51306041377,ebg,97,103
51306046875,gdc,40,109
51306054707,bed,263,195
51306093920,dbe,281,15
51306098597,bef,180,34
51306155299,gbd,39,129
51306162974,dgg,216,297
51306169975,dca,200,35
51306187788,gbf,297,285
51306189255,gca,150,148
51306202005,cdc,127,142
51306214023,cgd,87,69
51306252962,add,196,125
51306275711,ecc,208,67
51306285175,eba,46,288
51306291718,cbg,245,104
51306308543,dad,192,237
51306384953,ccc,81,272
51306385698,cfg,50,212
51306407700,bcd,242,229
51306415543,cbf,57,305
51306417610,fgd,85,150
51306439841,fgf,226,221
51306458558,cbf,118,323
51306536670,cbg,79,121
51306543219,ffe,159,85
51306554592,gdg,74,146
51306557790,gcf,78,165
51306584041,bad,27,242
51306590988,geg,109,270
51306597832,aab,205,39
51306605958,dce,224,81
51306608775,ded,206,24
51306610609,egg,6,18
51306612911,fbe,239,246
51306661762,bgb,125,12
51306663142,cce,53,76
51306694059,gdd,237,223
51306702780,bbe,8,235
51306707751,acc,255,85
51306722000,cge,89,73
51306722595,dcg,103,177
51306727005,caa,60,36
51306738414,cga,196,28
51306746925,gag,245,16
51306748339,cfc,136,223
51306773192,edb,22,45
51306779252,bag,192,251
51306797478,gba,1,202
51306800581,gbe,198,121
51306838957,egg,34,21
51306846385,gcg,82,61
51306848078,ggc,58,26
51306848959,bfb,282,64
51306911275,ega,263,22
51306916620,ebb,115,88
51306917650,cge,277,74
51306924177,age,28,118
51306926116,bdd,117,255
51306926839,gda,238,41
51306935767,agg,178,324
51306990361,dff,77,135
51306990958,fac,162,232
51306992572,beb,266,106
51306994986,gfa,110,130
51307001507,cgg,167,75
51307039767,def,118,254
51307039904,ade,192,33
51307048628,gdd,276,182
51307065190,bcf,284,331
51307105248,ffb,79,80
51307117831,cdg,270,231
51307122089,eef,104,172
51307130763,aec,292,206
51307137879,gec,142,175
51307138204,ccb,291,251
51307149618,dfc,122,213
51307150298,dcc,48,184
51307160638,fag,232,89
51307171935,bfb,278,53
51307194687,fgb,176,180
51307219817,bgf,43,9
51307228359,cab,194,323
51307264527,gef,131,196
51307267918,efg,75,73
51307278347,adg,55,252
51307280146,cba,130,279
51307285475,fge,186,198
51307297934,bga,67,71
51307340770,egb,193,27
51307348381,dba,85,230
51307359735,bff,228,40
51307363526,fdb,109,242
51307390464,ggb,94,251
51307403564,daf,285,122
51307407858,aag,109,146
51307426796,ace,134,78
51307429752,dcf,57,33
51307429954,dgd,163,182
51307432452,caf,51,118
51307433533,ffg,8,231
51307508360,gca,12,149
51307527656,gce,185,14
51307569808,aae,198,205
51307581223,efd,36,217
51307591348,abe,48,276
51307595926,gfb,63,75
51307608617,cfe,205,129
51307654911,dbb,88,87
51307671051,acd,188,123
51307671117,aaa,40,14
51307674997,cae,2,145
51307701300,gab,196,183
51307740730,dcc,287,171
51307774555,fbg,49,66
51307777839,dgg,87,294
51307790499,eec,148,25
51307797563,fea,21,63
51307798918,dde,201,253
51307801670,eee,129,41
51307804594,fgg,294,178
51307809615,bag,14,243
51307835008,fcd,57,25
51307838464,acc,267,72
51307840464,ebb,26,77
51307870290,caf,66,136
51307896052,eab,270,241
51307926829,cae,84,121
51307930561,eef,109,161
51307951805,acg,100,98
51307958914,dcd,151,210
51307963376,edg,138,230
51307978586,aac,145,258
51307994421,egg,138,24
51308005288,ada,285,84
51308021824,dde,56,293
51308027443,cbe,278,21
51308036075,abg,114,238
51308040491,afc,50,216
51308040889,dbf,126,214
51308055257,bdf,239,15
51308066989,cff,188,175
51308085431,baa,133,210
51308089022,gbf,56,290
51308092075,efc,114,157
51308156501,dgf,126,43
51308159477,ecd,63,148
51308164417,eaf,166,205
51308185254,dgb,235,267
51308186545,dbe,182,13
51308188727,bdb,274,195
51308189751,cdf,180,144
51308236741,fce,196,222
51308239807,ddf,9,235
51308246759,bae,257,210
51308253770,fcg,112,244
51308263997,dfb,124,107
51308274774,bbg,155,136
51308296924,dca,242,30
51308302008,aea,122,41
51308309993,ddc,206,281
51308357823,dgd,94,185
51308358545,cab,74,368
51308365054,ega,147,23
51308422134,acd,113,142
51308432116,gff,45,254
51308442491,fgb,67,160
51308447964,gga,84,95
51308450315,efd,127,217
51308483901,aca,247,328
51308491227,fbc,147,162
51308504312,fbf,89,79
51308531356,cgb,34,41
51308542766,fde,295,155
51308551263,bfa,296,271
51308560236,eea,18,166
51308573296,ade,255,31
51308576651,bga,294,83
51308595543,ffa,23,148
51308635460,bfb,145,53
51308714618,gcg,120,55
51308727862,afd,88,206
51308772238,bdg,154,184
51308780719,dac,261,201
51308827270,cee,59,8
51308829337,cfd,68,264
51308838107,gge,172,235
51308868475,bac,75,187
51308870506,acg,60,81
51308878273,dcd,126,168
51308884066,dfg,63,87
51308898972,abd,244,243
51308902241,gfb,7,85
51308902901,dag,147,186
51308914218,ceb,245,247
51308923650,efa,264,11
51308923833,fdb,152,217
51308957499,deg,175,221
51308959327,acf,71,208
51308963431,egf,291,167
51308972456,cda,247,261
51308979281,egc,155,83
51308984136,aaf,230,72
51308989459,dge,57,19
51309006456,gca,41,138
51309008127,dec,152,183
51309047195,ege,157,220
51309054768,eag,213,114
51309056707,aed,142,7
51309075666,gcb,288,163
51309077130,aee,61,158
51309088425,bfc,285,118
51309099591,gbc,66,282
51309107952,ebe,185,238
51309109646,cca,225,132
51309121704,agb,73,182
51309132493,dga,156,133
51309147048,ead,268,6
51309153821,cec,276,93
51309158897,bba,77,193
51309159766,aad,114,203
51309161907,fdg,175,85
51309199945,cbd,182,33
51309200692,ede,65,81
51309204878,eaf,164,241
51309226485,aeg,286,86
51309243452,cef,5,107
51309257164,gde,109,245
51309257793,dce,3,76
51309271262,fbd,39,36
51309271625,fcd,120,29
51309273310,cag,61,161
51309273543,eac,152,169
51309297746,beg,54,52
51309322590,agf,284,62
51309327578,gfg,225,245
51309333760,bga,126,78
51309336897,gbg,267,77
51309368710,dad,51,232
51309378635,cgc,72,97
51309401730,efe,146,91
51309409880,bcb,253,294
51309443742,fgg,191,172
51309451048,cfb,163,25
51309461993,faf,253,252
51309472074,fge,40,231
51309485115,bgg,115,23
51309490290,fcb,144,269
51309497496,gaf,198,297
51309521310,gbb,119,278
51309540132,ggf,83,214
51309557700,bbf,206,69
51309580361,cac,1,164
51309593150,cag,47,138
51309601564,cfa,64,276
51309601828,agf,75,60
51309606916,deb,234,146
51309622246,ceb,201,222
51309622257,cbc,32,264
51309631392,bab,195,290
51309637111,bca,135,151
51309643210,gab,266,153
51309644421,fdf,213,292
51309647905,edc,188,180
51309648684,bfb,50,43
51309682223,aad,252,164
51309693555,agc,75,27
51309700682,bec,70,231
51309710915,abb,266,264
51309712155,afb,47,16
51309718794,bcb,66,285
51309732842,gae,212,247
51309736996,ccd,142,156
51309739374,gdd,79,203
51309750728,fca,295,111
51309755914,eeb,100,266
51309761308,fea,12,57
51309765680,bbb,128,234
51309769651,ace,84,64
51309772304,gca,32,117
51309772568,fae,283,22
51309788468,bbe,152,239
51309794194,ccf,5,16
51309795328,fec,47,133
51309797074,acb,169,227
51309797760,aae,93,190
51309810591,gdf,94,121
51309813756,bcf,171,281
51309836567,dee,98,104
51309867304,agb,101,205
51309879359,fga,21,104
51309893386,ggg,141,45
51309896129,egg,23,19
51309903807,cac,2,154
51309931735,cde,107,47
51309942172,abd,115,262
51309946767,dfd,223,254
51309979687,eae,177,143
51310004819,fdg,106,96
51310019828,dbc,118,5
51310027046,gfd,196,101
51310033969,fad,92,234
51310060810,cdc,45,130
51310061061,ebc,140,211
51310066542,bdf,253,15
51310095122,abc,79,131
51310097187,fgg,75,144
51310119547,fbc,267,189
51310137820,aba,244,173
51310139487,fdd,197,184
51310143867,afg,282,195
51310167876,dgf,134,45
51310172361,dbd,168,268
51310178612,eac,12,189
51310180533,fbf,148,72
51310191816,cdg,221,254
51310210509,fab,57,202
51310251085,ggd,214,351
51310252463,feg,152,328
51310253732,aeb,131,10
51310289986,gac,100,217
51310300106,gdb,50,171
51310324189,ffe,144,86
51310348756,cbf,72,384
51310360737,fgc,77,186
51310367774,ged,144,287
51310382216,ecb,268,163
51310397172,eda,128,276
51310423721,gdd,200,192
51310460757,gae,43,266
51310466789,bfg,135,166
51310481155,afa,44,52
51310489736,eba,128,311
51310494792,cdf,116,139
51310524215,ccb,203,228
51310528342,dfc,105,170
51310541042,aaa,108,14
51310573825,bga,1,68
51310593052,ded,2,24
51310596089,cfb,184,29
51310598763,ade,293,26
51310601441,gee,265,162
51310610823,aab,121,32
51310632155,ceg,144,151
51310651327,edd,162,87
51310685815,bbc,65,44
51310693100,ffg,120,247
51310700132,abg,5,228
51310707019,fcc,276,253
51310709919,gad,92,62
51310718382,aab,176,35
51310737650,dfc,38,198
51310739336,fcd,130,26
51310743758,fed,291,58
51310745664,edb,272,52
51310745857,cdb,179,243
51310800144,fgc,98,191
51310811390,cfg,51,226
51310815784,fda,281,234
51310825976,cde,32,53
51310840211,ddg,196,212
51310844309,fcb,19,317
51310866015,dcc,111,150
51310873832,afg,4,198
51310899306,acf,188,195
51310909806,daf,99,108
51310922067,fea,197,64
51310948465,cea,55,61
51310963956,beb,268,98
51310990542,fgd,9,162
51311016935,agf,157,48
51311023262,cab,67,368
51311024954,dbg,269,20
51311035672,aec,258,216
51311043703,bfe,148,64
51311059581,dga,147,144
51311079214,gaa,100,211
51311100035,ece,7,171
51311145624,eef,76,157
51311146790,dfa,198,68
51311160114,ead,260,5
51311162459,gea,63,328
51311174277,bgb,156,13
51311214680,dfe,98,142
51311240049,fbd,41,32
51311246166,bge,118,118
51311247177,ccc,77,258
51311255906,gaf,272,243
51311274573,dca,204,35
51311275721,gfc,95,134
51311282679,ddb,7,241
51311284105,bcd,200,247
51311289266,dab,184,184
51311297922,fac,208,218
51311311879,fdb,81,234
51311313411,efb,287,255
51311333148,ddg,278,220
51311334283,dab,30,158
51311419364,ecf,164,29
51311457481,bec,271,187
51311461816,bde,221,359
51311462246,cga,291,26
51311475035,feb,133,8
51311497295,baf,237,245
51311498229,gef,1,207
51311536152,ada,246,85
51311562858,fgg,118,158
51311574279,bcg,285,121
51311576890,adb,14,118
51311588888,bef,173,28
51311624617,gba,16,163
51311663615,bbd,168,142
51311685706,ffe,24,100
51311698826,ecb,118,179
51311702665,ggb,128,296
51311704205,dbe,189,14
51311717513,dea,192,142
51311724228,abd,220,222
51311730470,dde,206,325
51311754790,adf,259,182
51311768845,fga,272,92
51311770801,ede,139,80
51311801647,cgd,271,80
51311823789,gbe,246,113
51311866807,fcg,224,236
51311880915,gfb,161,93
51311909196,fbc,132,177
51311917730,ddd,244,119
51311921581,ebd,289,145
51311926474,cbe,29,21
51311947765,dcd,212,139
51311948233,gag,248,19
51311980422,gee,33,179
51312005749,bcc,299,245
51312006923,bdc,249,193
51312021337,abc,246,120
51312032467,ege,255,211
51312088638,abb,206,311
51312120002,dff,123,122
51312164944,gdb,113,148
51312171707,bbf,45,65
51312192408,fbb,2,167
51312194508,bea,73,229
51312203113,cec,83,90
51312219822,dgb,181,288
51312243945,ecc,197,71
51312257397,daa,10,57
51312259310,bce,38,284
51312273525,efd,211,206
51312279921,ecb,273,157
51312326947,edf,207,34
51312328014,gfe,59,65
51312380363,ffb,26,73
51312388081,bee,292,127
51312390853,abf,260,192
51312393962,ffe,296,102
51312448377,daf,190,93
51312462221,afg,215,201
51312502368,bae,186,205
51312502481,dfa,252,68
51312505875,ffc,185,128
51312507824,cee,289,6
51312517570,gef,147,242
51312520345,dab,106,148
51312545384,cgg,235,70
51312546752,bba,9,229
51312552964,bbc,213,42
51312591319,bdb,286,163
51312605380,eda,253,226
51312633027,efc,196,166
51312637457,bce,20,332
51312638745,faa,231,210
51312642940,eaa,163,30
51312658891,bbe,119,219
51312681303,gga,4,76
51312743424,bab,109,263
51312752850,fab,198,197
51312761116,bbb,161,259
51312773796,bce,63,395
51312810337,dga,242,125
51312810655,ggc,125,20
51312812538,bdg,40,202
51312820622,cdd,248,63
51312825686,bfd,54,161
51312828978,faf,35,284
51312844526,cbg,241,137
51312865574,aea,105,34
51312873845,edc,107,149
51312891410,dae,173,260
51312894237,cfc,244,256
51312921044,cab,237,397
51312955794,fef,140,244
51312971571,egd,63,207
51313002249,bgc,130,190
51313021613,ebf,72,129
51313053081,dda,293,226
51313074350,cfd,284,245
51313079931,agb,238,190
51313093439,dge,170,17
51313150045,cba,154,265
51313150300,ddc,269,250
51313163307,fgf,72,247
51313217746,cda,205,237
51313233809,fbc,33,150
51313239337,ced,130,182
51313243413,dcb,179,16
51313295119,gad,161,71
51313313769,acf,80,204
51313326379,bcd,60,207
51313333468,cec,294,90
51313382033,cfd,29,254
51313410341,dbf,119,186
51313412709,eag,114,91
51313422469,dgc,49,382
51313429882,fba,161,85
51313437330,dge,195,13
51313447897,efa,79,11
51313472308,cfa,83,284
51313483035,ffd,71,94
51313495369,dbg,78,19
51313515961,cbf,34,430
51313522434,agc,19,29
51313540841,gaa,192,192
51313551878,abf,109,192
51313558817,cce,36,86
51313573943,gcd,236,30
51313574865,cbb,128,316
51313598430,gbd,137,121
51313604133,acg,168,81
51313606433,geb,278,137
51313611738,agg,186,304
51313622617,efe,192,89
51313629398,gac,143,182
51313646406,dbg,31,21
51313650620,efa,9,11
51313652816,cba,52,259
51313655277,gad,229,61
51313681894,bgd,96,197
51313691576,bac,182,201
51313695397,eeg,240,317
51313705876,aga,223,225
51313728092,bff,117,46
51313733900,gcc,27,217
51313744116,aag,255,169
51313748598,acb,108,186
51313750029,edb,54,41
51313786244,adc,298,94
51313793080,fde,271,167
51313812830,ecd,202,153
51313846749,gae,31,284
51313848701,cge,200,74
51313858163,faf,141,227
51313866977,eed,291,33
51313875758,eec,121,28
51313927449,aee,145,183
51313952785,ddf,21,253
51313955411,cdd,136,71
51313956400,geg,66,310
51313963343,adg,218,259
51313991731,bfa,177,224
51314003267,cfe,114,127
51314017921,gfd,101,111
51314089038,caf,239,152
51314093530,cef,72,116
51314098487,eef,8,131
51314127468,afe,183,208
51314137769,gad,49,62
51314151591,bdf,264,15
51314178310,ggd,104,379
51314185686,afc,126,246
51314191723,cgf,201,197
51314195340,bfe,207,53
51314209090,fgg,213,165
51314214950,edd,160,99
51314231836,cgg,245,79
51314232478,gbc,53,270
51314251880,dac,272,194
51314274305,fgc,10,171
51314274631,ced,16,165
51314302490,abg,100,239
51314339292,fbf,291,69
51314372224,ebb,200,80
51314384335,cff,18,143
51314448512,edd,80,101
51314448932,eca,232,384
51314475791,gag,16,18
51314501138,acd,269,137
51314514610,ggg,188,50
51314516985,fcb,279,348
51314527035,agc,174,33
51314543912,bed,13,228
51314544509,aab,22,31
51314627057,cad,67,333
51314649998,aff,10,266
51314670239,gdc,202,97
51314683450,caa,146,42
51314691993,ffe,142,90
51314763718,bde,287,294
51314797863,fdc,111,32
51314797980,aab,81,35
51314806719,ggb,130,296
51314830841,gbd,128,118
51314831786,eee,239,43
51314832046,aaf,118,79
51314837504,gec,55,185
51314850503,dbb,130,87
51314858927,dgg,177,235
51314874251,fag,288,101
51314888874,bda,245,186
51314903831,bfc,142,120
51314911082,eef,53,133
51314965432,dfe,207,116
51314977733,add,21,105
51314993416,aef,72,85
51315002481,fbd,38,37
51315020989,ecg,171,262
51315038120,cdg,232,299
51315046817,ged,271,301
51315074425,ada,227,71
51315076472,aae,257,174
51315082297,dcg,262,207
51315096347,egb,275,26
51315099303,eff,119,13
51315127986,dee,264,105
51315134368,fff,110,280
51315150363,gda,266,47
51315157574,dbc,236,5
51315249562,fcf,139,43
51315261518,dgc,282,347
51315266170,eeb,236,276
51315267336,gcf,26,141
51315277627,edg,231,227
51315283317,ccg,50,333
51315305300,ebg,75,96
51315312696,dee,290,116
51315313420,bgf,8,7
51315317197,fcb,203,306
51315328405,eea,292,134
51315379620,eac,105,183
51315382202,acg,279,95
51315403814,ebg,106,90
51315407448,dce,195,77
51315414355,ege,29,244
51315435709,cbc,151,303
51315450162,dcb,189,12
51315450758,ddb,283,277
51315453524,bfg,292,179
51315460522,ecd,42,156
51315472480,cag,247,164
51315476852,bbg,172,130
51315490316,dgd,241,186
51315498173,baf,247,210
51315509140,bad,275,273
51315526576,cbd,168,38
51315531634,fee,68,257
51315531922,dac,47,172
51315552240,aaa,222,13
51315566565,aba,271,162
51315569528,aca,138,354
51315593017,ecd,25,163
51315594843,abe,211,237
51315613400,agd,183,113
51315614256,efb,256,290
51315666083,fdd,264,169
51315721142,bdd,37,275
51315741465,abb,216,295
51315756581,aaa,145,15
51315776644,gdg,189,162
51315800993,gfg,250,286
51315814254,dad,80,264
51315832842,fbc,170,138
51315845709,cac,280,154
51315858393,bbf,223,72
51315870664,fce,154,264
51315886482,fcc,82,285
51315890024,fbe,141,231
51315904010,gfg,167,323
51315905360,dff,128,120
51315914469,bee,148,132
51315925026,bgb,277,13
51315955803,dbc,32,5
51315963041,cfb,264,24
51315979990,efe,49,104
51315989690,cbd,121,40
51315995858,ccb,197,212
51316002550,ceb,113,237
51316003605,cea,190,62
51316006147,acc,16,59
51316012653,bfe,278,60
51316022544,cfg,132,219
51316022822,bgf,128,8
51316099391,bea,247,206
51316104169,eac,252,186
51316116967,gge,103,270
51316122953,fed,36,55
51316130122,dba,255,232
51316133657,ged,36,240
51316138490,cca,133,150
51316147949,dgf,223,44
51316150785,bcb,21,304
51316172019,bcg,1,101
51316179950,bbe,6,214
51316187831,afb,151,13
51316197609,dbd,151,233
51316225478,fcd,165,28
51316240088,aeb,2,8
51316262480,egf,16,151
51316323877,eab,159,255
51316335262,gcg,240,51
51316348081,aga,70,261
51316358312,gag,197,17
51316392378,cgc,80,85
51316395041,eec,158,24
51316425839,eba,80,270
51316443967,afd,87,210
51316483344,bac,203,198
51316493426,gge,119,221
51316495748,faa,211,201
51316516732,bgc,291,157
51316521238,bfg,11,164
51316528026,dfg,8,79
51316607189,ddg,41,228
51316607348,aeb,40,8
51316616960,fad,151,219
51316635249,gcb,103,190
51316638483,ccf,58,17
51316658598,gfd,188,97
51316676984,bga,137,65
51316697380,cgb,278,34
51316708949,def,249,299
51316735659,dca,36,36
51316741620,dfa,247,63
51316746379,age,57,126
51316791194,gfa,255,104
51316802705,bed,115,218
51316831046,aea,23,28
51316852317,baf,182,249
51316854897,cff,203,117
51316865862,cgg,119,82
51316883745,caf,203,135
51316884448,dea,13,113
51316890854,bdc,173,154
51316894868,gce,162,14
51316912644,cge,12,87
51316915460,ded,18,23
51316921324,aca,33,361
51316925478,agf,31,55
51316927735,ccd,122,165
51316958153,cgb,110,31
51316962337,efg,98,71
51316962398,ead,119,5
51316967418,dgg,188,202
51316975836,aga,105,211
51316990239,bee,130,129
51316997494,fgb,82,171
51317035906,geg,30,350
51317044206,ceg,132,129
51317051990,baa,35,226
51317060511,beg,271,54
51317064909,gdd,252,174
51317091411,dcd,204,150
51317128565,ggc,72,22
51317132304,bec,125,222
51317138352,dcf,40,27
51317181533,deg,55,216
51317184098,fag,229,102
51317208305,bcd,1,204
51317217757,fab,213,216
51317219884,gaf,174,238
51317226903,fde,215,183
51317228876,gbg,77,72
51317272321,ggf,184,203
51317279355,edg,209,199
51317293013,bfe,109,55
51317296611,gea,205,390
51317299707,beb,238,113
51317320881,bag,236,277
51317352192,dag,80,204
51317391935,cdc,65,144
51317455653,cdf,12,123
51317456376,ffa,56,153
51317457447,fbg,227,70
51317489586,bgd,203,191
51317491076,adb,163,105
51317503207,dga,256,106
51317508312,aed,246,5
51317509806,aad,116,145
51317512408,adc,182,90
51317550681,afc,232,292
51317559225,gfb,184,81
51317571092,bdg,17,216
51317573464,cfa,87,318
51317585364,dbf,126,186
51317593235,gdg,217,184
51317642230,cae,7,96
51317646954,bgg,188,25
51317655768,fca,113,96
51317658110,gfa,168,98
51317659378,cgb,168,32
51317662951,aac,250,219
51317669629,bfb,248,49
51317689406,bed,273,218
51317691844,gff,143,302
51317708521,ega,199,20
51317709528,gbf,201,336
51317770824,gde,59,269
51317781283,egc,48,68
51317784647,gfg,151,258
51317791265,ebe,261,207
51317824933,gcd,230,34
51317835075,dcg,19,198
51317862405,ffg,108,261
51317875256,cba,167,240
51317891028,adf,142,207
51317928084,fad,274,254
51317981964,dfb,63,119
51317989361,fgg,148,158
51318044672,ggb,200,328
51318086106,gbd,144,110
51318105944,efg,20,71
51318108939,fea,293,52
51318111272,cfc,249,235
51318127201,edb,46,46
51318140805,aab,220,31
51318219565,dff,69,126
51318241231,ecg,230,248
51318245597,ace,246,74
51318264867,fgb,78,196
51318273166,bbd,190,137
